año,cve_mun,cve_ent,candidatos_estimados,beneficiarios,tasa
2024,07010,07,938,4,0.0042643923240938165
2025,07010,07,946,3,0.003171247357293869
2019,07011,07,1952,412,0.21106557377049182
2020,07011,07,1960,478,0.24387755102040817
2021,07011,07,1971,410,0.20801623541349568
2022,07011,07,1982,357,0.18012108980827446
2023,07011,07,1994,85,0.04262788365095286
2024,07011,07,2008,6,0.00298804780876494
2025,07011,07,2025,5,0.0024691358024691358
2019,07012,07,4557,1365,0.2995391705069124
2020,07012,07,4576,1312,0.2867132867132867
2021,07012,07,4603,611,0.13273951770584402
2022,07012,07,4628,369,0.07973206568712186
2023,07012,07,4656,229,0.04918384879725086
2024,07012,07,4688,209,0.04458191126279863
2025,07012,07,4727,114,0.024116775967844298
2019,07013,07,3557,3608,1.0143379252178801
2020,07013,07,3572,3622,1.0139977603583428
2021,07013,07,3593,1321,0.36765933760089065
2022,07013,07,3613,908,0.25131469692776087
2023,07013,07,3634,69,0.0189873417721519
2024,07013,07,3659,9,0.0024596884394643345
2025,07013,07,3690,371,0.1005420054200542
2019,07014,07,2910,559,0.1920962199312715
2020,07014,07,2922,753,0.25770020533880905
2021,07014,07,2939,732,0.24906430758761483
2022,07014,07,2955,682,0.23079526226734348
2023,07014,07,2973,23,0.007736293306424487
2024,07014,07,2994,0,0.0
2025,07014,07,3018,237,0.07852882703777336
2019,07015,07,5121,961,0.18765866041788712
2020,07015,07,5142,895,0.17405678724231816
2021,07015,07,5172,599,0.11581593194122196
2022,07015,07,5201,342,0.06575658527206306
2023,07015,07,5232,117,0.02236238532110092
2024,07015,07,5268,47,0.008921791951404707
2025,07015,07,5312,44,0.008283132530120483
2019,07016,07,1444,320,0.22160664819944598
2020,07016,07,1450,359,0.24758620689655172
2021,07016,07,1458,472,0.32373113854595337
2022,07016,07,1467,290,0.19768234492160872
2023,07016,07,1475,137,0.0928813559322034
2024,07016,07,1486,69,0.046433378196500674
2025,07016,07,1498,76,0.050734312416555405
2019,07017,07,7625,6930,0.9088524590163934
2020,07017,07,7656,8035,1.049503657262278
2021,07017,07,7701,2566,0.3332034800675237
2022,07017,07,7744,1117,0.14424070247933884
2023,07017,07,7790,276,0.03543003851091143
2024,07017,07,7844,466,0.059408465068842425
2025,07017,07,7909,157,0.019850802882791757
2019,07018,07,1008,375,0.37202380952380953
2020,07018,07,1012,337,0.33300395256917
2021,07018,07,1018,324,0.3182711198428291
2022,07018,07,1024,237,0.2314453125
2023,07018,07,1030,105,0.10194174757281553
2024,07018,07,1037,64,0.06171648987463838
2025,07018,07,1045,63,0.06028708133971292
2019,07019,07,11429,4909,0.4295213929477645
2020,07019,07,11476,4663,0.4063262460787731
2021,07019,07,11543,2116,0.18331456293857748
2022,07019,07,11607,1047,0.09020418712845697
2023,07019,07,11677,598,0.05121178384859125
2024,07019,07,11757,586,0.0498426469337416
2025,07019,07,11855,682,0.057528469000421766
2019,07020,07,4171,1370,0.328458403260609
2020,07020,07,4188,1456,0.34765998089780326
2021,07020,07,4213,853,0.20246854972703537
2022,07020,07,4236,679,0.16029272898961283
2023,07020,07,4261,94,0.022060549166862238
2024,07020,07,4291,3,0.0006991377301328362
2025,07020,07,4326,37,0.008552935737401757
2019,07021,07,1838,553,0.30087051142546245
2020,07021,07,1846,544,0.29469122426868904
2021,07021,07,1857,371,0.19978459881529348
2022,07021,07,1867,280,0.14997321906802358
2023,07021,07,1878,152,0.08093716719914804
2024,07021,07,1891,59,0.03120042305658382
2025,07021,07,1907,61,0.03198741478762454
2019,07022,07,2630,598,0.22737642585551332
2020,07022,07,2641,590,0.2234002271866717
2021,07022,07,2656,55,0.020707831325301206
2022,07022,07,2671,39,0.014601272931486334
2023,07022,07,2687,5,0.0018608113137327876
2024,07022,07,2706,2,0.0007390983000739098
2025,07022,07,2728,40,0.01466275659824047
2019,07023,07,11505,195,0.01694915254237288
2020,07023,07,11552,335,0.028999307479224377
2021,07023,07,11620,502,0.0432013769363167
2022,07023,07,11684,342,0.029270797672030127
2023,07023,07,11754,82,0.006976348477114174
2024,07023,07,11835,80,0.006759611322348965
2025,07023,07,11933,195,0.0163412385820833
2019,07024,07,1261,174,0.1379857256145916
2020,07024,07,1266,186,0.14691943127962084
2021,07024,07,1273,32,0.02513747054202671
2022,07024,07,1281,5,0.0039032006245121
2023,07024,07,1288,2,0.0015527950310559005
2024,07024,07,1297,1,0.0007710100231303007
2025,07024,07,1308,17,0.012996941896024464
2019,07025,07,557,278,0.4991023339317774
2020,07025,07,559,317,0.5670840787119857
2021,07025,07,562,289,0.5142348754448398
2022,07025,07,565,265,0.4690265486725664
2023,07025,07,569,88,0.1546572934973638
2024,07025,07,573,17,0.029668411867364748
2025,07025,07,577,44,0.07625649913344887
2019,07026,07,6643,203,0.030558482613277135
2020,07026,07,6670,192,0.0287856071964018
2021,07026,07,6709,276,0.04113876881800566
2022,07026,07,6746,656,0.0972428105544026
2023,07026,07,6787,75,0.011050537792839252
2024,07026,07,6833,6,0.0008780916142250841
2025,07026,07,6890,125,0.018142235123367198
2019,07027,07,7658,2216,0.2893705928440846
2020,07027,07,7689,2415,0.31408505657432695
2021,07027,07,7734,1349,0.17442461856736488
2022,07027,07,7777,581,0.0747074707470747
2023,07027,07,7823,267,0.03413012910648089
2024,07027,07,7877,288,0.03656214294782278
2025,07027,07,7943,256,0.032229636157623066
2019,07028,07,524,473,0.9026717557251909
2020,07028,07,526,645,1.226235741444867
2021,07028,07,529,382,0.722117202268431
2022,07028,07,532,283,0.5319548872180451
2023,07028,07,535,24,0.044859813084112146
2024,07028,07,539,0,0.0
2025,07028,07,543,52,0.09576427255985268
2019,07029,07,482,275,0.5705394190871369
2020,07029,07,484,121,0.25
2021,07029,07,487,22,0.045174537987679675
2022,07029,07,490,27,0.05510204081632653
2023,07029,07,492,23,0.046747967479674794
2024,07029,07,496,22,0.04435483870967742
2025,07029,07,500,62,0.124
2019,07030,07,3343,1053,0.3149865390367933
2020,07030,07,3357,1134,0.3378016085790885
2021,07030,07,3377,659,0.19514361859638732
2022,07030,07,3395,384,0.11310751104565538
2023,07030,07,3416,24,0.00702576112412178
2024,07030,07,3439,1,0.0002907822041291073
2025,07030,07,3468,30,0.00865051903114187
2019,07031,07,13705,1647,0.12017511856986501
2020,07031,07,13761,2019,0.14671898844560716
2021,07031,07,13842,1661,0.11999711024418437
2022,07031,07,13919,1213,0.0871470651627272
2023,07031,07,14001,336,0.023998285836725947
2024,07031,07,14098,25,0.001773301177471982
2025,07031,07,14215,184,0.012944073162152656
2019,07032,07,2321,1577,0.6794485135717363
2020,07032,07,2331,1222,0.5242385242385242
2021,07032,07,2345,688,0.2933901918976546
2022,07032,07,2358,423,0.17938931297709923
2023,07032,07,2372,135,0.05691399662731872
2024,07032,07,2388,66,0.02763819095477387
2025,07032,07,2408,51,0.02117940199335548
2019,07033,07,876,278,0.317351598173516
2020,07033,07,880,336,0.38181818181818183
2021,07033,07,885,208,0.23502824858757063
2022,07033,07,890,114,0.12808988764044943
2023,07033,07,895,56,0.06256983240223464
2024,07033,07,902,12,0.013303769401330377
2025,07033,07,909,34,0.0374037403740374
2019,07034,07,6611,1524,0.230524882771139
2020,07034,07,6638,1549,0.23335341970473034
2021,07034,07,6677,645,0.09660026958214767
2022,07034,07,6714,355,0.052874590408102475
2023,07034,07,6754,51,0.007551080840983121
2024,07034,07,6801,1,0.00014703720041170417
2025,07034,07,6857,1116,0.1627533906956395
2019,07035,07,1080,316,0.29259259259259257
2020,07035,07,1084,280,0.25830258302583026
2021,07035,07,1090,97,0.0889908256880734
2022,07035,07,1096,65,0.05930656934306569
2023,07035,07,1103,23,0.02085222121486854
2024,07035,07,1111,0,0.0
2025,07035,07,1120,0,0.0
2019,07036,07,820,199,0.2426829268292683
2020,07036,07,823,159,0.19319562575941676
2021,07036,07,828,126,0.15217391304347827
2022,07036,07,832,126,0.15144230769230768
2023,07036,07,837,58,0.06929510155316607
2024,07036,07,843,6,0.0071174377224199285
2025,07036,07,850,86,0.1011764705882353
2019,07037,07,2713,563,0.207519351271655
2020,07037,07,2724,553,0.20301027900146842
2021,07037,07,2740,537,0.19598540145985402
2022,07037,07,2755,320,0.1161524500907441
2023,07037,07,2772,119,0.04292929292929293
2024,07037,07,2791,19,0.00680759584378359
2025,07037,07,2814,45,0.015991471215351813
2019,07038,07,2352,944,0.4013605442176871
2020,07038,07,2362,959,0.40601185436071124
2021,07038,07,2376,74,0.031144781144781145
2022,07038,07,2389,74,0.03097530347425701
2023,07038,07,2403,6,0.0024968789013732834
2024,07038,07,2420,13,0.005371900826446281
2025,07038,07,2440,86,0.03524590163934426
2019,07039,07,3003,545,0.18148518148518147
2020,07039,07,3015,556,0.18441127694859039
2021,07039,07,3033,533,0.17573359709858227
2022,07039,07,3050,457,0.1498360655737705
2023,07039,07,3068,252,0.08213820078226858
2024,07039,07,3089,104,0.033667853674328264
2025,07039,07,3114,169,0.054271034039820164
2019,07040,07,3423,739,0.2158924919661116
2020,07040,07,3437,812,0.23625254582484725
2021,07040,07,3457,733,0.2120335551055829
2022,07040,07,3476,397,0.11421173762945915
2023,07040,07,3497,88,0.025164426651415498
2024,07040,07,3521,36,0.010224368077250781
2025,07040,07,3550,65,0.018309859154929577
2019,07041,07,4794,2399,0.5004171881518565
2020,07041,07,4814,1894,0.39343581221437474
2021,07041,07,4842,1287,0.26579925650557623
2022,07041,07,4869,936,0.1922365988909427
2023,07041,07,4898,45,0.009187423438138016
2024,07041,07,4932,7,0.001419302514193025
2025,07041,07,4973,285,0.057309471144178566
2019,07042,07,1139,403,0.353819139596137
2020,07042,07,1144,496,0.43356643356643354
2021,07042,07,1151,667,0.579496090356212
2022,07042,07,1157,567,0.49006050129645634
2023,07042,07,1164,85,0.07302405498281787
2024,07042,07,1172,4,0.0034129692832764505
2025,07042,07,1182,60,0.050761421319796954
2019,07043,07,846,482,0.5697399527186762
2020,07043,07,849,621,0.7314487632508834
2021,07043,07,854,472,0.5526932084309133
2022,07043,07,859,300,0.3492433061699651
2023,07043,07,864,68,0.0787037037037037
2024,07043,07,870,6,0.006896551724137931
2025,07043,07,877,65,0.07411630558722919
2019,07044,07,3457,560,0.1619901648828464
2020,07044,07,3471,950,0.2736963411120715
2021,07044,07,3491,1387,0.39730736178745346
2022,07044,07,3511,852,0.2426659071489604
2023,07044,07,3532,31,0.008776896942242356
2024,07044,07,3556,20,0.00562429696287964
2025,07044,07,3585,156,0.04351464435146443
2019,07045,07,599,207,0.34557595993322204
2020,07045,07,601,215,0.3577371048252912
2021,07045,07,605,170,0.2809917355371901
2022,07045,07,608,129,0.21217105263157895
2023,07045,07,612,53,0.08660130718954248
2024,07045,07,616,4,0.006493506493506494
2025,07045,07,621,65,0.10466988727858294
2019,07046,07,2958,2063,0.6974306964164977
2020,07046,07,2970,2464,0.8296296296296296
2021,07046,07,2987,1038,0.3475058587211249
2022,07046,07,3004,530,0.17643142476697737
2023,07046,07,3022,141,0.04665784248841827
2024,07046,07,3043,231,0.07591192901741703
2025,07046,07,3068,141,0.04595827900912647
2019,07047,07,2463,1019,0.41372310190824196
2020,07047,07,2473,1113,0.4500606550748079
2021,07047,07,2487,606,0.2436670687575392
2022,07047,07,2501,623,0.24910035985605758
2023,07047,07,2516,37,0.014705882352941176
2024,07047,07,2534,0,0.0
2025,07047,07,2555,262,0.1025440313111546
2019,07048,07,1690,429,0.25384615384615383
2020,07048,07,1697,580,0.3417796110783736
2021,07048,07,1707,611,0.3579379027533685
2022,07048,07,1716,469,0.2733100233100233
2023,07048,07,1727,131,0.07585408222350898
2024,07048,07,1739,8,0.004600345025876941
2025,07048,07,1753,115,0.06560182544209926
2019,07049,07,3007,1118,0.371799135350848
2020,07049,07,3019,1606,0.5319642265650878
2021,07049,07,3037,1860,0.6124464932499177
2022,07049,07,3054,1334,0.43680419122462344
2023,07049,07,3072,278,0.09049479166666667
2024,07049,07,3093,238,0.07694794697704493
2025,07049,07,3119,274,0.08784866944533504
2019,07050,07,318,273,0.8584905660377359
2020,07050,07,319,319,1.0
2021,07050,07,321,188,0.5856697819314641
2022,07050,07,323,117,0.3622291021671827
2023,07050,07,325,57,0.1753846153846154
2024,07050,07,327,29,0.08868501529051988
2025,07050,07,330,40,0.12121212121212122
2019,07051,07,3911,719,0.18384045001278446
2020,07051,07,3927,635,0.16170104405398522
2021,07051,07,3950,405,0.10253164556962026
2022,07051,07,3972,295,0.074269889224572
2023,07051,07,3996,141,0.03528528528528529
2024,07051,07,4023,73,0.018145662440964456
2025,07051,07,4057,61,0.015035740695094897
2019,07052,07,15405,3589,0.23297630639402792
2020,07052,07,15468,4558,0.29467287302818723
2021,07052,07,15559,1875,0.12050903014332541
2022,07052,07,15645,1161,0.07420901246404601
2023,07052,07,15738,299,0.01899860210954378
2024,07052,07,15847,264,0.01665930460023979
2025,07052,07,15978,321,0.020090123920390536
2019,07053,07,656,246,0.375
2020,07053,07,659,273,0.4142640364188164
2021,07053,07,663,207,0.31221719457013575
2022,07053,07,667,206,0.30884557721139433
2023,07053,07,671,43,0.06408345752608048
2024,07053,07,675,10,0.014814814814814815
2025,07053,07,681,43,0.0631424375917768
2019,07054,07,2002,406,0.20279720279720279
2020,07054,07,2010,468,0.23283582089552238
2021,07054,07,2022,619,0.30613254203758655
2022,07054,07,2033,472,0.2321692080668962
2023,07054,07,2045,122,0.05965770171149144
2024,07054,07,2059,19,0.009227780475959204
2025,07054,07,2076,25,0.012042389210019268
2019,07055,07,467,78,0.1670235546038544
2020,07055,07,469,107,0.2281449893390192
2021,07055,07,472,80,0.1694915254237288
2022,07055,07,474,39,0.08227848101265822
2023,07055,07,477,8,0.016771488469601678
2024,07055,07,480,1,0.0020833333333333333
2025,07055,07,484,14,0.028925619834710745
2019,07056,07,1999,252,0.12606303151575787
2020,07056,07,2007,214,0.10662680617837568
2021,07056,07,2019,71,0.03516592372461615
2022,07056,07,2030,122,0.060098522167487685
2023,07056,07,2042,22,0.010773751224289911
2024,07056,07,2056,7,0.003404669260700389
2025,07056,07,2073,0,0.0
2019,07057,07,6185,2590,0.41875505254648343
2020,07057,07,6210,2876,0.46312399355877615
2021,07057,07,6246,2272,0.3637528017931476
2022,07057,07,6281,1247,0.19853526508517752
2023,07057,07,6319,222,0.035132141161576196
2024,07057,07,6362,67,0.010531279471864193
2025,07057,07,6415,152,0.023694466095089635
2019,07058,07,501,30,0.059880239520958084
2020,07058,07,503,50,0.09940357852882704
2021,07058,07,506,52,0.10276679841897234
2022,07058,07,509,76,0.14931237721021612
2023,07058,07,512,25,0.048828125
2024,07058,07,515,22,0.04271844660194175
2025,07058,07,520,79,0.1519230769230769
2019,07059,07,31727,5177,0.16317332240678287
2020,07059,07,31857,5405,0.16966443795712088
2021,07059,07,32044,5024,0.15678442142054674
2022,07059,07,32222,3544,0.10998696542734777
2023,07059,07,32414,1808,0.055778367372123154
2024,07059,07,32637,521,0.01596347703526672
2025,07059,07,32908,525,0.015953567521575302
2019,07060,07,1253,197,0.15722266560255388
2020,07060,07,1258,220,0.17488076311605724
2021,07060,07,1265,142,0.11225296442687747
2022,07060,07,1272,111,0.08726415094339622
2023,07060,07,1280,125,0.09765625
2024,07060,07,1289,69,0.05352986811481769
2025,07060,07,1299,81,0.06235565819861432
2019,07061,07,7469,2707,0.36243138304993977
2020,07061,07,7500,3193,0.42573333333333335
2021,07061,07,7544,2139,0.28353658536585363
2022,07061,07,7586,1081,0.1424993408911152
2023,07061,07,7631,186,0.024374262875114665
2024,07061,07,7684,163,0.021212909942738157
2025,07061,07,7747,265,0.03420678972505486
2019,07062,07,1529,234,0.15304120340091562
2020,07062,07,1535,304,0.19804560260586318
2021,07062,07,1544,436,0.2823834196891192
2022,07062,07,1553,353,0.22730199613650998
2023,07062,07,1562,138,0.088348271446863
2024,07062,07,1573,39,0.024793388429752067
2025,07062,07,1586,104,0.06557377049180328
2019,07063,07,350,193,0.5514285714285714
2020,07063,07,351,172,0.49002849002849
2021,07063,07,353,51,0.14447592067988668
2022,07063,07,355,76,0.2140845070422535
2023,07063,07,357,57,0.15966386554621848
2024,07063,07,360,36,0.1
2025,07063,07,363,48,0.1322314049586777
2019,07064,07,5913,512,0.08658887197699983
2020,07064,07,5937,892,0.1502442310931447
2021,07064,07,5972,563,0.09427327528466176
2022,07064,07,6005,269,0.04479600333055787
2023,07064,07,6041,14,0.002317497103128621
2024,07064,07,6082,2,0.0003288391976323578
2025,07064,07,6133,409,0.06668840697864015
2019,07065,07,10702,2849,0.26621192300504576
2020,07065,07,10746,3147,0.2928531546621999
2021,07065,07,10809,3015,0.27893422148209823
2022,07065,07,10869,1650,0.15180789401048855
2023,07065,07,10934,1254,0.11468812877263582
2024,07065,07,11009,508,0.04614406394767917
2025,07065,07,11100,426,0.038378378378378375
2019,07066,07,3019,341,0.11295130838025837
2020,07066,07,3031,417,0.13757835697789508
2021,07066,07,3049,338,0.1108560183666776
2022,07066,07,3066,197,0.06425309849967384
2023,07066,07,3084,103,0.03339818417639429
2024,07066,07,3105,24,0.007729468599033816
2025,07066,07,3131,0,0.0
2019,07067,07,1263,623,0.4932699920823436
2020,07067,07,1268,722,0.5694006309148265
2021,07067,07,1275,673,0.527843137254902
2022,07067,07,1283,550,0.4286827747466875
2023,07067,07,1290,95,0.07364341085271318
2024,07067,07,1299,10,0.007698229407236336
2025,07067,07,1310,65,0.04961832061068702
2019,07068,07,2507,1339,0.5341045073793379
2020,07068,07,2517,1532,0.6086611044894716
2021,07068,07,2532,886,0.3499210110584518
2022,07068,07,2546,416,0.1633935585231736
2023,07068,07,2561,69,0.02694260054666146
2024,07068,07,2579,40,0.015509887553315239
2025,07068,07,2600,140,0.05384615384615385
2019,07069,07,2951,823,0.27888851236868856
2020,07069,07,2963,920,0.310496118798515
2021,07069,07,2980,633,0.21241610738255035
2022,07069,07,2997,396,0.13213213213213212
2023,07069,07,3015,248,0.08225538971807629
2024,07069,07,3036,176,0.057971014492753624
2025,07069,07,3061,115,0.037569421757595554
2019,07070,07,1660,512,0.30843373493975906
2020,07070,07,1667,578,0.34673065386922614
2021,07070,07,1677,485,0.28920691711389385
2022,07070,07,1686,382,0.2265717674970344
2023,07070,07,1696,61,0.03596698113207547
2024,07070,07,1708,13,0.007611241217798595
2025,07070,07,1722,29,0.01684088269454123
2019,07071,07,2230,553,0.24798206278026905
2020,07071,07,2239,677,0.3023671281822242
2021,07071,07,2252,555,0.2464476021314387
2022,07071,07,2265,377,0.1664459161147903
2023,07071,07,2278,97,0.04258121158911326
2024,07071,07,2294,17,0.0074106364428945075
2025,07071,07,2313,32,0.013834846519671422
2019,07072,07,3235,1796,0.5551777434312211
2020,07072,07,3248,2420,0.7450738916256158
2021,07072,07,3267,1412,0.4322007958371595
2022,07072,07,3285,797,0.2426179604261796
2023,07072,07,3305,23,0.006959152798789713
